location_id,zapmap_device_uid,power_band,device_max_power
FG8MK94,QKYSTAX,1. Slow,7000
NJS20OQ,86X0NK4,1. Slow,7000
NDEA0DD,ZGVUK4W,1. Slow,7000
3IYMT8K,4WZUA09,1. Slow,7000
7R41O6I,DXE6QJA,1. Slow,7000
3NHZOVF,B2KCI3C,1. Slow,7000
U0IBGE7,531G7HV,1. Slow,7000
6YN4QD1,PF3BC0X,1. Slow,7000
9ZCER2P,4R7PAPW,1. Slow,7000
1105XGB,8RU1QL1,1. Slow,7000
D2LCYMQ,7OP7EMH,1. Slow,7000
6QW54KF,1Z5YYBF,1. Slow,7000
ZODGP3C,AGJYEBN,1. Slow,7000
OYQAN92,742EQAJ,1. Slow,7000
8IM6SJC,F21UKVK,1. Slow,7000
KJFHMED,3ZUDJE3,1. Slow,7000
50CTOGW,9FIWOUN,1. Slow,7000
9BJ46F1,2ZWH9WB,1. Slow,7000
99IIPTT,8H4LDG0,1. Slow,7000
YQW73BN,EXJ2PTZ,1. Slow,7000
9CRNZ6V,2OJT65W,1. Slow,7000
94XLKSV,A98B2ZJ,1. Slow,7000
99IIPTT,6K1JU9S,1. Slow,7000
XM2TJ91,L12BJDS,1. Slow,7000
AFYDE5L,QUCH9VM,1. Slow,7000
QVX4D6K,VQMTHJA,1. Slow,7000
6J4TIVO,DHYDVOC,1. Slow,7000
2CP94A2,CDXZD0W,1. Slow,7000
5QUHA3S,SFXQHIT,1. Slow,7000
BJ0V30R,8A6WVKA,1. Slow,7000
IRXDXXY,BFAQKXS,1. Slow,7000
C25NF97,D5BRNO1,1. Slow,7000
4VLXZTX,HFYD0YF,1. Slow,7000
ZT166WG,XF6ZBUK,1. Slow,7000
8Q1VPE6,8L1T4ZT,1. Slow,7000
WIXHF2W,GHVV3SH,1. Slow,7000
1ZWUPMA,JQNAC0U,1. Slow,7000
JULVVL8,QWYXTOY,1. Slow,7000
8FLDKZD,5DOVJ6O,1. Slow,7000
IRXDXXY,V6GQWOH,1. Slow,7000
M0E8IBM,B9P0HDR,1. Slow,7000
92OZYI4,XDIGPE8,1. Slow,7000
CVLURKH,X7CZLP8,1. Slow,7000
SWFM6JV,C2MX3Z5,1. Slow,7000
UWIF9KC,6462HAV,1. Slow,7000
EPRI43H,2T8Y5KD,1. Slow,7000
496VUI3,QMFVQ8L,1. Slow,7000
AFYDE5L,ZIFSG43,1. Slow,7000
3U3KHPY,9982FLT,1. Slow,7000
GUWKHDH,ZIEDSBZ,1. Slow,7000
1P685VI,4KHJWLM,1. Slow,7000
KJL6UH3,UXUHXSW,1. Slow,7000
CJ8DYR4,5W97BZ6,1. Slow,7000
LK9JEQO,HRP8BKG,1. Slow,7000
EMGDB5G,F0U58X3,1. Slow,7000
IP26X0H,CUASPIW,1. Slow,7000
RE3XA9U,Q1NLCSP,1. Slow,7000
EPRI43H,3CH4K14,1. Slow,7000
4OJ3Q2D,8MT8ZJ4,1. Slow,7000
O1RFHOI,QR526X3,1. Slow,7000
JTOVF6X,E0VMG85,1. Slow,7000
D264MWL,AG458V1,1. Slow,7000
4LS14QR,C8G7KOW,1. Slow,7000
3HTYHUF,5VMG153,1. Slow,7000
A4L5J1W,3HYT4ID,1. Slow,7000
16G8SQM,E9YZ8VU,1. Slow,7000
VDLKKF9,KM224TM,1. Slow,7000
486UP32,COBIFDA,1. Slow,7000
9X2IS8L,225H8KD,1. Slow,7000
DJGK21Y,CYV22GE,1. Slow,7000
AG1F3NM,8PEWTJI,1. Slow,7000
52MXXDV,8CJ19OD,1. Slow,7000
A5MBJ7L,73H2SX3,1. Slow,7000
YHES0CI,ZSLRHFF,1. Slow,7000
PY3IXCH,IZFF661,1. Slow,7000
XM2TJ91,WSYU0GZ,1. Slow,7000
M6BX9EU,H6GW6EI,1. Slow,7000
LH2HEFY,IBIAI8J,1. Slow,7000
C61C38F,4SD8W62,1. Slow,7000
T8WBPBC,AEDLEPS,1. Slow,7000
9RKOSW9,9LZU7M0,1. Slow,7000
9CRNZ6V,C7F3F11,1. Slow,7000
3IYMT8K,AQM15SR,1. Slow,7000
1ZP7ZSN,EUJLJ4Y,1. Slow,7000
3OAMYNG,EJYM1KS,1. Slow,7000
5IEF27Y,B0ANCRS,1. Slow,7000
EOV4ONW,OQPSY3P,1. Slow,7000
J9WKCHV,UQ719V8,1. Slow,7000
MH67PQM,VPFUUWY,1. Slow,7000
XM2TJ91,ENCZR1F,1. Slow,7000
CG4Y2SG,3V9LD7G,1. Slow,7000
BTKKR2B,I358Q84,1. Slow,7000
7FVAL1H,EZ5FTH1,1. Slow,7000
JU47PBK,HKUQSXZ,1. Slow,7000
486UP32,ABOHHIZ,1. Slow,7000
5TBF2YA,G1H6PRE,1. Slow,7000
9ZCER2P,7RQSP8O,1. Slow,7000
EPRI43H,6U6BJAM,1. Slow,7000
GVYYMDJ,OBWYZYA,1. Slow,7000
NWYQYBR,JBZWQJK,1. Slow,7000
RKVN9V2,NCWUQKH,1. Slow,7000
T02281G,DISP74L,1. Slow,7000
10E1DEF,2BI2CK7,1. Slow,7000
3SI9HG0,DGRZNX0,1. Slow,7000
AFOA3WF,8RMLVGK,1. Slow,7000
6MVV1FT,CLFMSZW,1. Slow,7000
ZQLQNNU,GKWJOSU,1. Slow,7000
2WIV166,4GZZCXL,1. Slow,7000
AFYDE5L,6BMGYQE,1. Slow,7000
DJGK21Y,G3211FY,1. Slow,7000
0UAQM5C,TJ6FUKX,1. Slow,7000
486UP32,92ZDK4K,1. Slow,7000
HWFNZ9W,1B6ESVL,1. Slow,7000
XTRXCHQ,RGFW9OQ,1. Slow,7000
94XLKSV,5MB3WXO,1. Slow,7000
52MXXDV,783BGC4,1. Slow,7000
EKLUVFS,P1FW0GJ,1. Slow,7000
AFYDE5L,MRXV7LQ,1. Slow,7000
9RKOSW9,D81OUUX,1. Slow,7000
E37UBTX,2B2AOLA,1. Slow,7000
YI7JVEE,AYNAEWS,1. Slow,7000
4VLXZTX,LM7XGHZ,1. Slow,7000
3ZE7FRT,R6MALSZ,1. Slow,7000
OCS2KI8,NSKMBFE,1. Slow,7000
7R41O6I,2C0685Z,1. Slow,7000
0Q384VS,6CGLJPB,1. Slow,7000
OYQAN92,YT2J1VF,1. Slow,7000
XA6NBSE,C0E2M1G,1. Slow,7000
6RD96VT,Y692NTW,1. Slow,7000
1R7K5R5,3AF5ZGZ,1. Slow,7000
CFR2MHJ,4WJMWQL,1. Slow,7000
R5EXC6C,RFKF8CX,1. Slow,7000
8NG8SSR,4Y66D8D,1. Slow,7000
W0DVRC8,NWDK1EC,1. Slow,7000
KUDY8TH,R5W8PUH,1. Slow,7000
17Q4GWK,Y9X9NKP,1. Slow,7000
5H5UHP9,CHSHABD,1. Slow,7000
WIXHF2W,KD26UBB,1. Slow,7000
7VQAOBZ,0C7LDB2,1. Slow,7000
9GWOV3X,F4E9U0G,1. Slow,7000
AFQBDXU,IAJZP08,1. Slow,7000
ZCQWVIR,5ASDBNE,1. Slow,7000
VPQFFGE,Y9ZD38E,1. Slow,7000
6SPB8H3,UDDJMG8,1. Slow,7000
7FVAL1H,7336VTN,1. Slow,7000
6MVV1FT,121EKEU,1. Slow,7000
52MXXDV,6LKSQUG,1. Slow,7000
496VUI3,CWPZXU0,1. Slow,7000
8NRGY1L,EX61JV7,1. Slow,7000
1ZP7ZSN,A681BMT,1. Slow,7000
7Y8YEC9,8XLOES0,1. Slow,7000
U0J72TV,BRQGJ2P,1. Slow,7000
9GEQTW9,3RVY16O,1. Slow,7000
EONTWED,OBADX5T,1. Slow,7000
AQSAUMT,3ASD510,1. Slow,7000
YJ6DYKV,XJXRP5Q,1. Slow,7000
2DDFGK0,6XRVES7,1. Slow,7000
OFNMSAD,EBDSVPX,1. Slow,7000
80E07XN,1VKZHDO,1. Slow,7000
BTKKR2B,ZKV1LXC,1. Slow,7000
Z1HYJJV,HE8Z9QU,1. Slow,7000
GPQLIEJ,FVIJ3KL,1. Slow,7000
0FQUD3T,Y73RUZB,1. Slow,7000
AFOA3WF,2ZNS1H1,1. Slow,7000
AAYCYDL,I3QRSTR,1. Slow,7000
Q9WOT9P,4HHVKNV,1. Slow,7000
9JDBDXA,FDZPJXR,1. Slow,7000
ZPVGHWA,V7506XE,1. Slow,7000
10DHT35,Q4J1953,1. Slow,7000
XF55BFP,ZYHOMM4,1. Slow,7000
1REKUAP,ELPPPWP,1. Slow,7000
3HTYHUF,6RW7WIG,1. Slow,7000
1MJRKNI,4VZPTMM,1. Slow,7000
5IEF27Y,15FO882,1. Slow,7000
ZCIGTEN,FMYVOGQ,1. Slow,7000
1R9BKJA,H7IN48P,1. Slow,7000
7FVAL1H,DK6N7F7,1. Slow,7000
1MVCJO9,9O7SOE3,1. Slow,7000
OLTJOOJ,NWNE1NI,1. Slow,7000
ET2C6UO,169A6LC,1. Slow,7000
5IEF27Y,2YPHUXQ,1. Slow,7000
53XHKQ6,776A49H,1. Slow,7000
EPRI43H,6OB7VN7,1. Slow,7000
EPRI43H,6ORD82O,1. Slow,7000
EANCX8U,2V4EGI9,1. Slow,7000
9BJ46F1,9ULMCCU,1. Slow,7000
1R7K5R5,DKLJPY6,1. Slow,7000
OPIXNSZ,5JC4A9U,1. Slow,7000
7D5FQQD,1DGGLMB,1. Slow,7000
EPRI43H,AJ6P33Y,1. Slow,7000
HK5HH6G,YB5HELE,1. Slow,7000
9CRNZ6V,3MLWWKZ,1. Slow,7000
AIJ1PI8,74VLX8P,1. Slow,7000
10E1DEF,6GD43P7,1. Slow,7000
8VIJWOH,6ZOD04M,1. Slow,7000
CSNUHUO,2KTAC3R,1. Slow,7000
HQAT85L,RDOLNGP,1. Slow,7000
JBG5UED,SZ52IOA,1. Slow,7000
JUNQVIM,IHOGQE3,1. Slow,7000
BJB4LEE,X6R7LNC,1. Slow,7000
VTNC0OS,EN03CO4,1. Slow,7000
6MVV1FT,BJ8OWT0,1. Slow,7000
FBQKDBQ,YRZIEBW,1. Slow,7000
A4Z36VM,5RSFPE8,1. Slow,7000
DXGZVXJ,L9RJ0BL,1. Slow,7000
EAUI4DK,JIM2QV8,1. Slow,7000
A6KY59F,A8CLJ0C,1. Slow,7000
5H5UHP9,D9QJT7X,1. Slow,7000
50XKRXF,2MJJANC,1. Slow,7000
1P685VI,47G7PZZ,1. Slow,7000
9BJ46F1,50WH6C0,1. Slow,7000
S5AOST8,VLFBI7S,1. Slow,7000
YBFSGBA,IIZXS51,1. Slow,7000
1H5JLHF,94YO7OK,1. Slow,7000
6UN85E9,2T22ETR,1. Slow,7000
OYQAN92,VN1IUSK,1. Slow,7000
B79BJ6K,CBGF0BZ,1. Slow,7000
V7MS2T9,R2BATZG,1. Slow,7000
OZ2QIYJ,P7QIA6T,1. Slow,7000
KOEULJT,OUTYU6F,1. Slow,7000
EOV4ONW,KNFRKX7,1. Slow,7000
ICY8KS0,1TUHBQC,1. Slow,7000
EZHYOUK,FVADFZL,1. Slow,7000
2RRONTV,1W06RFN,1. Slow,7000
SVNOICD,1E4M4ZC,1. Slow,7000
HQ7P03X,3HY4LJE,1. Slow,7000
4B0UC65,4VW0ARY,1. Slow,7000
7HPE7PL,9661J4A,1. Slow,7000
LF8IX1S,KPOIAWR,1. Slow,7000
1R7K5R5,6OYZN8J,1. Slow,7000
1P685VI,E9M3H3S,1. Slow,7000
C8F56UH,2E0UCSA,1. Slow,7000
KBC8NTY,GZ3L8Y5,1. Slow,7000
4Y8FJ1U,7OEH4PJ,1. Slow,7000
2CP94A2,ARBXGUA,1. Slow,7000
IP26X0H,FY2K5L6,1. Slow,7000
7S101DW,4LYKPAC,1. Slow,7000
XTRXCHQ,DGDEHXC,1. Slow,7000
NBMK7XI,NQHVC7T,1. Slow,7000
ANCXSDB,36PKVZL,1. Slow,7000
2B5PUW7,F30KM4R,1. Slow,7000
2KHTPUU,B0D8GNU,1. Slow,7000
EAUI4DK,E7B039C,1. Slow,7000
HQ42OTT,ZZK0AAE,1. Slow,7000
KXL1EQH,QJEGD6Z,1. Slow,7000
VL1S30E,KB08EAM,1. Slow,7000
VRUL2LT,VRQOMHF,1. Slow,7000
FBMCMKM,6VURFGN,1. Slow,7000
DJGK21Y,8R577EL,1. Slow,7000
7XQ8KFE,2BIY12F,1. Slow,7000
7XQ8KFE,7VMRXJ8,1. Slow,7000
AI541GH,ZPSA2UW,1. Slow,7000
0XZV7QN,MGCA2EF,1. Slow,7000
JKXPJZY,EPTLERU,1. Slow,7000
BG5OCLF,C00A468,1. Slow,7000
1B16ISN,2LQ67PV,1. Slow,7000
IRXDXXY,G2JKFXP,1. Slow,7000
8Q1VPE6,709IAF8,1. Slow,7000
T02281G,42SA60L,1. Slow,7000
YI7JVEE,T4ILXOA,1. Slow,7000
E5VOEPW,DKC7IMN,1. Slow,7000
8FLDKZD,EBYXX4U,1. Slow,7000
EPRI43H,5DOL0H9,1. Slow,7000
F21SSFS,8L31CB2,1. Slow,7000
5IEF27Y,9ZZY6Z1,1. Slow,7000
05OUAJ3,M0YB62Q,1. Slow,7000
8FLDKZD,DH5OY6J,1. Slow,7000
7FVAL1H,1TG5M53,1. Slow,7000
TFS4PU7,CJ81HJI,1. Slow,7000
3IYMT8K,ALTHUMN,1. Slow,7000
4JZQBIQ,3LUBQM8,1. Slow,7000
7FVAL1H,3FSSDIU,1. Slow,7000
1R7K5R5,6AY863F,1. Slow,7000
BTGY1TC,7ODMWO3,1. Slow,7000
9B5HIAR,8KTNH2O,1. Slow,7000
2CP94A2,CGHITWY,1. Slow,7000
NB7OPIB,YO4I1GP,1. Slow,7000
EANCX8U,1DQY4NK,1. Slow,7000
7XQ8KFE,24Y5WPU,1. Slow,7000
9QDPHIG,GWU33K3,1. Slow,7000
KUEOW6D,ELUK5M1,1. Slow,7000
8FLDKZD,80IWUY4,1. Slow,7000
7FVAL1H,13JOI7E,1. Slow,7000
8TCS1TG,3GNO32Y,1. Slow,7000
2CP94A2,9188WDK,1. Slow,7000
2CP94A2,9ZAPEY7,1. Slow,7000
ZJ7SAWU,JVZC3RB,1. Slow,7000
ICY8KS0,FCEWCWS,1. Slow,7000
GRKQUYF,G7R0RNP,1. Slow,7000
9IA2RL1,4ESBYI9,1. Slow,7000
CFR2MHJ,6P1UOHC,1. Slow,7000
9JDBDXA,0MKIY8Z,1. Slow,7000
9X2IS8L,9T8I5KX,1. Slow,7000
QVX4D6K,245OAKF,1. Slow,7000
AG3DM8M,R40FGZP,1. Slow,7000
53LQBMQ,RVVU4JX,1. Slow,7000
3HTYHUF,E0A4DF6,1. Slow,7000
HY6KA9W,EZWLGBT,1. Slow,7000
03CFWHA,RIY52G3,1. Slow,7000
C8F56UH,3XPU3GA,1. Slow,7000
20NFWD0,N27BT58,1. Slow,7000
WZQLGIA,F2T8O1K,1. Slow,7000
P1SMR82,8WMJAJK,1. Slow,7000
EZHYOUK,B9ZMH3P,1. Slow,7000
YOCRETN,FDJTLIN,1. Slow,7000
AO9T0DO,1534H2V,1. Slow,7000
WIXHF2W,CFQCTCD,1. Slow,7000
STPH6T4,UUGRRMI,1. Slow,7000
9CRNZ6V,1X3U62V,1. Slow,7000
IXPSRLK,21J6NIT,1. Slow,7000
1BOJQOZ,YXN4N1V,1. Slow,7000
HXI7L5K,CZ40SIS,1. Slow,7000
HFHDPEI,EI3XC7X,1. Slow,7000
KNO96IP,AGLTL9P,1. Slow,7000
T025FQN,23A5HZN,1. Slow,7000
9J3XEQ5,RDCH1K7,1. Slow,7000
NWYQYBR,ASWOK5N,1. Slow,7000
W1FJB6V,E7X6K9Z,1. Slow,7000
5H5UHP9,DZNX2RF,1. Slow,7000
9ZCER2P,20ZT4Z3,1. Slow,7000
5IEF27Y,F5G11PM,1. Slow,7000
FHO0C71,R7JOAXY,1. Slow,7000
2D1OWBG,AAMQXW8,1. Slow,7000
ZFX85DE,8HAVYMZ,1. Slow,7000
CFR2MHJ,2T4IK3D,1. Slow,7000
7XQ8KFE,2NLHR8M,1. Slow,7000
59RZ5GU,PKRHJS6,1. Slow,7000
7DYT2ZN,9Q03IMQ,1. Slow,7000
OYQAN92,0VISGTP,1. Slow,7000
5EC07SV,EPV713M,1. Slow,7000
CJ8DYR4,866X8UC,1. Slow,7000
VA7PPHE,C9DJANW,1. Slow,7000
JULVVL8,MMPPGG9,1. Slow,7000
802696U,3AR1NWB,1. Slow,7000
AEKWII1,NJLO1SA,1. Slow,7000
9XOZ7LP,WN1O2NX,1. Slow,7000
LEDHCSF,XSKPVAK,1. Slow,7000
7BWUXYE,PY0MQEC,1. Slow,7000
BQOGL80,290JNL7,1. Slow,7000
EPRI43H,9IQV3MJ,1. Slow,7000
GAR79C8,XGIQIRJ,1. Slow,7000
X3SWM2B,67GLHFL,1. Slow,7000
7FVAL1H,36RC38N,1. Slow,7000
3COSC6U,126AZEX,1. Slow,7000
IP26X0H,23BXF1Y,1. Slow,7000
E3C3CT8,8JNSD4J,1. Slow,7000
77EWJO5,BSMMXHL,1. Slow,7000
6PBOOCD,LMQLSXV,1. Slow,7000
NH3MM2P,JUUYADC,1. Slow,7000
8Q1VPE6,9DT5IZ2,1. Slow,7000
5IEF27Y,CBVKSG3,1. Slow,7000
C25NF97,BDSUYOW,1. Slow,7000
4JZQBIQ,CCF66S3,1. Slow,7000
WUPT9BK,JRCG0H9,1. Slow,7000
03CFWHA,QDJRFL9,1. Slow,7000
XQPWZ9P,TS5TOW0,1. Slow,7000
BVKJ3MX,UOMD6QW,1. Slow,7000
UT4S05K,KVGTA68,1. Slow,7000
9CRNZ6V,AD0HEUD,1. Slow,7000
AO9T0DO,3SAUTJB,1. Slow,7000
0KDE5LN,BUEWTV7,1. Slow,7000
HQ7P03X,PACRGQG,1. Slow,7000
1BOJQOZ,ATEGK15,1. Slow,7000
16G8SQM,CGPQUJ6,1. Slow,7000
4L5WG3V,4QAC59E,1. Slow,7000
GEYUMVG,DBUTTIB,1. Slow,7000
C7PZN51,TUP81JM,1. Slow,7000
6KMMOOA,4ZELCEM,1. Slow,7000
KX1356I,S54RC6B,1. Slow,7000
T02281G,DG0E19H,1. Slow,7000
3NHZOVF,1XJ3Y24,1. Slow,7000
5IEF27Y,20Y2SHT,1. Slow,7000
CFR2MHJ,4ZEY0LO,1. Slow,7000
GUWKHDH,KILJBWF,1. Slow,7000
CVW7OW0,9H4UM0N,1. Slow,7000
9CRNZ6V,3V25XOQ,1. Slow,7000
TFX1IR6,5IK95PX,1. Slow,7000
5AP1XIA,6OVC918,1. Slow,7000
8Q0TRD5,6Q9POF0,1. Slow,7000
XA6NBSE,LCH12UY,1. Slow,7000
7MLER6L,A052BBN,1. Slow,7000
BENT6HX,VUWDHGZ,1. Slow,7000
EAP7WVW,OUMR9I6,1. Slow,7000
0M5QJI4,BA51CKI,1. Slow,7000
CG4Y2SG,21NPOR5,1. Slow,7000
8Q1VPE6,34R7116,1. Slow,7000
5IEF27Y,5RYTXGJ,1. Slow,7000
3IYMT8K,2YBSGJT,1. Slow,7000
7FVAL1H,3FZO8TQ,1. Slow,7000
6MVV1FT,A3DDPUL,1. Slow,7000
V8EBHA3,HW2KFOU,1. Slow,7000
G2GRZJC,HWYOI0M,1. Slow,7000
J0VYXVO,XUEPKMZ,1. Slow,7000
8J4WWZC,2SMFPBU,1. Slow,7000
7XQ8KFE,UD9MHXQ,1. Slow,7000
26W17T4,45BLCOR,1. Slow,7000
XS5U2CL,Y3AWDPV,1. Slow,7000
LEVZIAF,EOG5FBD,1. Slow,7000
OYQAN92,LXRCJA3,1. Slow,7000
PCMZRFW,8P29O5E,1. Slow,7000
5IEF27Y,4A7IWVD,1. Slow,7000
GDQIABB,O7Z4ZUD,1. Slow,7000
D17F9OL,LM6DZCI,1. Slow,7000
9BJ46F1,3WDVP1D,1. Slow,7000
ZLRBKA6,YZGQPU1,1. Slow,7000
B1JRXW4,4IO6HGK,1. Slow,7000
8NW2XT0,T2REYTU,1. Slow,7000
HHJANAD,JQCM7FX,1. Slow,7000
9CQYHZ5,P2UFAON,1. Slow,7000
9RKOSW9,BRTUFXU,1. Slow,7000
LQNKC9N,9GQTQTI,1. Slow,7000
AK43K97,CJ29YB1,1. Slow,7000
AFOA3WF,3P0DSLO,1. Slow,7000
BJF9XRO,WT53IP5,1. Slow,7000
8FLDKZD,AUQR37D,1. Slow,7000
3H1TRAZ,PQBWK38,1. Slow,7000
IKUHBBY,IHLT7WS,1. Slow,7000
2DDFGK0,QNGLZHS,1. Slow,7000
GLCB62C,SJS8SQT,1. Slow,7000
AEKWII1,S26D7JW,1. Slow,7000
V0TMIDI,T9K4FE0,1. Slow,7000
PKSVWB6,BDNY5K9,1. Slow,7000
2D1OWBG,9W2VD9N,1. Slow,7000
03CFWHA,CEJKD49,1. Slow,7000
FO7QRNC,JUBKMUC,1. Slow,7000
T4FQFI8,IWWFJUM,1. Slow,7000
EPRI43H,ETGPBR0,1. Slow,7000
AFOA3WF,62C10EH,1. Slow,7000
QJZCQJF,ZHPPWMR,1. Slow,7000
DMPN00X,8R8U6JZ,1. Slow,7000
1P685VI,8OBTGHH,1. Slow,7000
9143SLP,8S9S3O0,1. Slow,7000
XA6NBSE,MKQ71IT,1. Slow,7000
9ZCER2P,DAA7M3O,1. Slow,7000
D2LCYMQ,BKWX5X3,1. Slow,7000
22TYJPF,CCYUHT5,1. Slow,7000
XTANDBE,0B9IRTX,1. Slow,7000
A3Z8VLU,ELYW73G,1. Slow,7000
TO4OQ0A,PUPYHJC,1. Slow,7000
YSYEQ2J,MX2TZOV,1. Slow,7000
UY2LUHK,65JUGOT,1. Slow,7000
AK43K97,3C4Z76M,1. Slow,7000
TVA63RS,TXPQOFW,1. Slow,7000
7FVAL1H,5K1KBL6,1. Slow,7000
CJ8DYR4,E2PDXWA,1. Slow,7000
VTNC0OS,VX60C1K,1. Slow,7000
78JHR2R,6AHVCVT,1. Slow,7000
1YBM0DP,B6BY9M9,1. Slow,7000
KPG9S4K,UBJWFFI,1. Slow,7000
496VUI3,80661SW,1. Slow,7000
2XK8G2P,5RXM7Y0,1. Slow,7000
BJ1HPPM,95TTQOP,1. Slow,7000
ICG1R2Q,RTHOGFF,1. Slow,7000
D2LCYMQ,HQ54NED,1. Slow,7000
GFDWRIT,TKMEQWB,1. Slow,7000
B53NODM,84W8NJH,1. Slow,7000
ZLRBKA6,KBTVW1J,1. Slow,7000
NWYQYBR,GSOETYU,1. Slow,7000
2L9HE5T,8XSGK8N,1. Slow,7000
7KRVI4X,CX03BLG,1. Slow,7000
CJFY3QU,A17RKHM,1. Slow,7000
4LBSQPZ,EOXFZBC,1. Slow,7000
9CC2UOF,EXQO00J,1. Slow,7000
GOXYMJP,JN6S5K6,1. Slow,7000
86QRL66,P37AGTE,1. Slow,7000
52MXXDV,8OWKA0X,1. Slow,7000
NH5U8UY,E2S6NYX,1. Slow,7000
CFR2MHJ,3248ACT,1. Slow,7000
ZT166WG,LKSVCEF,1. Slow,7000
C25NF97,CH5RR8K,1. Slow,7000
59RZ5GU,AVHSEB6,1. Slow,7000
4JZQBIQ,85PS55T,1. Slow,7000
AFYDE5L,SWU2K5X,1. Slow,7000
EPRI43H,R18PJK3,1. Slow,7000
CFQLZ2A,BKDQ15T,1. Slow,7000
27AW46J,1DZ0KOL,1. Slow,7000
1B7K6ES,Y1IEU0O,1. Slow,7000
REMOWBU,7PZFMNB,1. Slow,7000
CSNUHUO,SQXOJT3,1. Slow,7000
1M6HU34,9N5QM1R,1. Slow,7000
DJGK21Y,EUD0QUV,1. Slow,7000
EPRI43H,28QMBMS,1. Slow,7000
R4XWCJQ,75N26B0,1. Slow,7000
SPG9SPJ,ACIOKQE,1. Slow,7000
9GEQTW9,8FY3ACI,1. Slow,7000
2LGND4M,3915PFX,1. Slow,7000
MUWYNP0,0BEGARX,1. Slow,7000
SCD4RHV,BKRYP97,1. Slow,7000
1R7K5R5,CE92LSH,1. Slow,7000
F5A7LQ3,TFA1R9J,1. Slow,7000
LWVZOVC,VRB6PME,1. Slow,7000
EPRI43H,9EZLNWA,1. Slow,7000
2SGA327,AMHATX1,1. Slow,7000
X3SWM2B,ZME2DB1,1. Slow,7000
CFR2MHJ,256HAC7,1. Slow,7000
UA4IBCD,XE8OCA4,1. Slow,7000
XA6NBSE,WU698IL,1. Slow,7000
6MVV1FT,F4YM52D,1. Slow,7000
AFYDE5L,T52E1XF,1. Slow,7000
TAR5SUC,SIIMYF6,1. Slow,7000
A4L5J1W,20BL7TM,1. Slow,7000
9CRNZ6V,EJ3ICJS,1. Slow,7000
2OVU5XO,BBRA2PW,1. Slow,7000
0XZV7QN,056U35D,1. Slow,7000
9B5HIAR,6XIRQXH,1. Slow,7000
7R41O6I,88ZJ82S,1. Slow,7000
6VC4R3W,CRS1WMG,1. Slow,7000
52MXXDV,1M3Y9Z6,1. Slow,7000
6J4TIVO,6W0R71I,1. Slow,7000
4OJ3Q2D,AKBGY4V,1. Slow,7000
29OWK85,EK3RI7C,1. Slow,7000
K3AUOEQ,W5O9NXZ,1. Slow,7000
TCOGIHJ,YRNGOPX,1. Slow,7000
0YXFB5L,A4F9KO7,1. Slow,7000
A65WSAL,AX5VSGP,1. Slow,7000
KX1356I,4M1KCPD,1. Slow,7000
9CRNZ6V,C2EQUR9,1. Slow,7000
9XEJDSF,40K7RVX,1. Slow,7040
9XEJDSF,8BSTTI1,1. Slow,7040
8C5QKU3,1IE2J8N,1. Slow,7040
9XEJDSF,2EIY9XN,1. Slow,7040
L5ME3JX,40U74HE,1. Slow,7040
66K9A62,3Y6WFXP,1. Slow,7040
9XEJDSF,6CV80GF,1. Slow,7040
66K9A62,7074KZP,1. Slow,7040
9XEJDSF,E0S4ZUL,1. Slow,7040
L5ME3JX,8OZ3SSW,1. Slow,7040
9XEJDSF,37GN7YY,1. Slow,7040
9XEJDSF,BGCTNL8,1. Slow,7040
DUKWTUW,BS6AGGN,1. Slow,7040
9XEJDSF,89SU67V,1. Slow,7040
8C5QKU3,BYNTZII,1. Slow,7040
8C5QKU3,32TKSWZ,1. Slow,7040
DUKWTUW,LABOJM7,1. Slow,7040
G2F5HZH,XHJLTVY,1. Slow,7200
3D0I6EF,30J8IQR,1. Slow,7200
PCBY8QP,Q9MEIUN,1. Slow,7200
WGMS4SY,8E8YXKB,1. Slow,7200
MRN7VLH,UX1CLT2,1. Slow,7200
PCBY8QP,IMZLDYJ,1. Slow,7200
EU9X0Q8,COBY67K,1. Slow,7200
0HKPGO4,A3PJ79M,1. Slow,7200
MRN7VLH,NEXRQY7,1. Slow,7200
6OZ7PWW,2Q005OL,1. Slow,7200
S5W4GZJ,CJWP4N2,1. Slow,7200
0VYK48B,6T8CFWY,1. Slow,7200
2S0UT05,2XJC5HQ,1. Slow,7200
MRN7VLH,JMFG4KD,1. Slow,7200
EAIJ3BS,16J8IUG,1. Slow,7200
MRN7VLH,EYRV5SO,1. Slow,7200
6I2CMRB,695WRW6,1. Slow,7200
RLVSVXB,QKBZFUB,1. Slow,7200
3N9OXSZ,88SHAN1,1. Slow,7200
B8U79M5,77BKU7K,1. Slow,7200
VHNQDMX,QADKKJO,1. Slow,7200
3D0I6EF,8JVQ3GA,1. Slow,7200
MRN7VLH,SEP2ZYJ,1. Slow,7200
MRN7VLH,6XBTZEY,1. Slow,7200
DI9PMB3,BXOLG72,1. Slow,7200
EU9X0Q8,CPABUH7,1. Slow,7200
ALCJ5PG,4EZKO3L,1. Slow,7200
3D0I6EF,9IK10TD,1. Slow,7200
UNMT2L4,625BAVM,1. Slow,7200
8A33R84,998DWUF,1. Slow,7200
6OZ7PWW,2KMTIQX,1. Slow,7200
3D0I6EF,C9AIGYD,1. Slow,7200
YTY0EJT,39MDY9W,1. Slow,7200
6OZ7PWW,83AK3KB,1. Slow,7200
