evse_uid,total_duration_min,location_id,latitude,longitude,ur_j
0104851258f2185219e4174a5df476db,5.9666666500000005,BYPOVXB,51.52063,-0.142296,0.00013811728356481482
01098ed5da6ee6c395b933528312aec4,13.766666666666666,JCHZD0I,51.517997,-0.052883,0.0003186728395061728
010cc3fb2be84475a46baafb6acdc930,790.0333333333333,VTZZ7MN,51.472679,-0.207284,0.01828780864197531
011093cd3e84b6ed5897c2e5db1fb653,0.08333331666666667,8AY3KWK,51.530482,-0.018989,1.929011959876543e-06
01119f7180084d0380315fb3c3f15ff0,1563.449999983333,IZSBC9Y,51.475891,-0.100327,0.03619097222183641
011227400b470acd817a3de02400a59b,3188.7000000000003,CZRJIN8,51.420065,-0.174279,0.0738125
0113540112fa1fb58d1e05f4cc11d4e5,1416.0166666666662,413705D,51.469032,-0.284209,0.032778163580246905
01149aa623009e3414028ca916cfdddb,950.4333333166667,F8S4Z5G,51.526845,-0.198552,0.02200077160455247
0117df6ff12d4ab1a785fe691609898e,1721.34999995,ZFLYAWL,51.425295,-0.034318,0.039846064813657406
011c599d4059442eaa8f63f99ea0cb00,1395.9166666666665,GJ6KVSE,51.514632,-0.032309,0.03231288580246913
011ff03601280ec725132e2fcd6c26f6,362.35,YZ604JO,51.39642,-0.102308,0.008387731481481482
01201b984dd2cc07da8b172f8fe64b69,1972.5166666499997,9Q1532V,51.563603,-0.055973,0.04566010802430555
0121c505393642159638978bd7efaaa2,1145.0833333333333,I9DULAX,51.47541,-0.18994,0.026506558641975306
01271dc6b87242f3ba8a01fab05a713d,788.4166666666667,8KY3ZQA,51.35243,-0.145224,0.018250385802469137
01273903356941928a60916e5039c64f,1573.75,4WSG03M,51.45294,-0.189863,0.03642939814814815
012e5dab690d58a35f00bde8f8ac2fee,1377.2666666666667,AEUFCZN,51.518631,-0.068377,0.03188117283950617
0130e4935cc5e7a2c16770f35593075c,2.4999999833333333,KRXEBGP,51.555697,0.010206,5.78703699845679e-05
013241b8c07d132891580593f8f4b761,14.6,9CRNZ6V,51.483249,-0.305786,0.000337962962962963
0132761c1d8d4de59e1d95287920ca9e,1443.9999999833333,CRRDXYS,51.552334,-0.105918,0.03342592592554012
0132e3b9a84a41a0b89a62aa64c2230b,749.3999999833333,17Q4GWK,51.422085,-0.176276,0.01734722222183642
